"Task Aware Debugger for GDB" version 11.7.0 (202212092054)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
01:53:37.577 INFO: [TadModel] DSF session ID 23 has started.
01:53:38.500 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
01:53:39.136 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, BREAKPOINT)
01:53:46.297 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, STEP)
01:53:46.297 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, STEP)
01:53:46.734 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, STEP)
01:53:46.735 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:53:47.233 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:53:47.249 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:53:47.791 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:53:47.794 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:53:48.357 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:53:48.359 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:53:48.871 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:53:54.304 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:53:57.419 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:53:57.423 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:53:59.298 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:05.297 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:06.952 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:06.956 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:07.498 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:12.199 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:14.746 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:14.746 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:14.947 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:14.948 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:15.459 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:15.463 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:16.379 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:23.20 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:25.405 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:25.408 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:27.176 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:31.691 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:33.542 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:33.544 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:34.73 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:37.679 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:39.457 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:39.457 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:40.03 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:40.05 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
01:54:40.438 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
01:54:40.441 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
